,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
387,banda aceh,38,IN,1608520709,37,25.48,80.33,57.0,3.96
388,san pedro,29,ML,1608520502,24,13.3,-4.9,68.97,13.73
389,avanigadda,57,IN,1608520709,77,16.02,80.92,68.0,4.7
390,fortuna foothills,90,US,1608520709,100,40.6,-124.16,52.0,3.31
391,sechura,100,PE,1608520709,75,-5.56,-80.82,70.86,13.65
392,qusar,87,AZ,1608520709,89,41.43,48.43,33.24,4.34
393,naryan-mar,97,RU,1608520709,93,67.67,53.09,4.8,10.47
394,cayenne,20,GF,1608520710,100,4.93,-52.33,77.0,6.78
395,tura,0,IN,1608520710,59,25.52,90.22,66.29,1.01
396,chapais,90,CA,1608520710,92,49.78,-74.85,24.8,12.75
397,mehamn,100,NO,1608520710,92,71.04,27.85,40.41,27.49
398,ipixuna,0,BR,1608520710,94,-1.76,-48.8,75.2,4.7
399,kalispell,1,US,1608520710,69,48.2,-114.31,39.0,5.82
400,ivanovka,90,KG,1608520710,92,42.89,75.08,17.6,2.24
401,doka,0,SD,1608520710,53,13.52,35.77,68.76,11.39
402,benjamin constant,75,US,1608520710,74,40.1,-111.73,37.0,3.36
403,sembakung,100,ID,1608520710,67,3.82,117.25,88.47,1.77
404,singaraja,100,ID,1608520710,57,-8.11,115.09,86.23,5.23
405,vyyezdnoye,95,RU,1608520710,96,55.38,43.79,12.31,8.61
406,florida,90,US,1608520710,93,28.75,-82.5,66.2,7.23
407,alenquer,0,BR,1608520710,94,-1.94,-54.74,75.2,2.24
408,sencha,86,UA,1608520710,97,50.25,33.35,25.52,5.37
409,manuk mangkaw,56,ID,1608520710,58,-7.9,111.5,85.84,6.15
410,biak,100,ID,1608520711,71,-0.91,122.88,83.03,1.41
411,wanaka,100,NZ,1608520711,75,-44.7,169.15,57.88,5.46
412,westport,20,US,1608520711,93,41.14,-73.36,34.0,1.7
413,laramie,40,US,1608520711,59,41.31,-105.59,37.0,3.36
414,mareeba,34,AU,1608520711,55,-17.0,145.43,93.0,9.17
415,thinadhoo,61,MV,1608520711,74,0.53,72.93,82.49,9.46
416,portobelo,34,PA,1608520711,99,9.55,-79.65,79.0,5.99
417,trairi,18,BR,1608520711,79,-3.28,-39.27,78.69,8.95
418,tiznit,0,MA,1608520711,61,29.58,-9.5,54.55,1.68
419,eregli,99,TR,1608520711,78,37.51,34.05,34.27,1.01
420,carballo,75,ES,1608520711,93,43.21,-8.69,59.0,12.75
421,kathu,20,TH,1608520711,65,7.92,98.33,82.99,11.41
422,dong hoi,16,CM,1608520712,97,4.89,12.01,68.56,2.84
423,griffith,1,US,1608520712,83,41.53,-87.42,34.0,3.36
424,marfino,90,RU,1608520712,98,55.7,37.38,33.01,8.95
425,clyde river,0,US,1608520712,84,41.3,-82.98,37.0,11.34
426,las cruces,0,PL,1608520589,3,49.74,19.43,32.0,11.01
427,sao jose da coroa grande,0,IN,1608520637,28,20.51,76.21,63.81,3.09
428,kimparana,15,ML,1608520712,25,12.83,-4.92,68.52,11.1
429,tecoanapa,74,MX,1608520712,73,16.52,-98.75,78.06,2.59
430,bam,0,IR,1608520712,75,29.11,58.36,42.44,1.14
431,zhezkazgan,0,KZ,1608520712,89,47.8,67.71,-11.0,4.25
432,saqqez,0,IR,1608520712,87,36.25,46.27,28.85,1.45
433,wau,86,SS,1608520712,29,7.7,28.0,68.85,6.08
434,labuhan,93,ID,1608520712,66,-6.88,112.21,84.15,7.61
435,sao joao da barra,0,IN,1608520713,28,20.51,76.21,63.81,3.09
436,sao joao do piaui,0,IN,1608520713,28,20.51,76.21,63.81,3.09
437,udankudi,20,IN,1608520713,83,8.43,78.02,78.8,5.82
438,arlit,0,NE,1608520713,24,18.74,7.39,68.68,7.18
439,bereda,100,ES,1608520713,98,43.27,-7.54,55.0,17.0
440,ola,50,RU,1608520713,85,59.58,151.28,-8.12,11.61
441,ocala,90,US,1608520713,100,29.19,-82.14,66.2,6.93
442,ekhabi,100,RU,1608520713,88,53.51,142.97,-5.01,12.35
443,longyan,57,CN,1608520437,53,25.11,117.02,60.01,4.16
444,praia,0,CV,1608520702,68,14.92,-23.51,71.6,16.11
445,norman wells,1,US,1608520537,62,35.22,-97.44,44.01,5.82
446,oktyabrskoye,100,RU,1608520713,100,43.06,44.74,28.4,8.95
447,picota,40,PE,1608520713,69,-6.92,-76.33,80.6,2.24
448,terney,84,RU,1608520713,83,45.05,136.61,18.37,8.41
449,trincomalee,89,LK,1608520713,79,8.57,81.23,79.72,18.99
450,coihaique,75,CL,1608520713,54,-45.58,-72.07,55.4,10.29
451,prainha,99,BR,1608520714,94,-1.8,-53.48,74.32,3.06
452,itaituba,100,BR,1608520714,95,-4.28,-55.98,75.76,2.08
453,mezen,100,RU,1608520714,98,65.85,44.24,23.52,7.85
454,anadyr,20,RU,1608520714,75,64.75,177.48,-14.01,6.71
455,morro bay,23,EC,1608520714,81,-2.63,-80.33,74.21,8.88
456,zhicheng,0,CN,1608520714,52,30.3,111.5,47.05,2.75
457,port keats,32,CD,1608520684,74,-7.03,29.76,70.12,5.23
458,huicungo,96,PE,1608520714,86,-7.28,-76.8,73.76,2.08
459,inhapim,99,BR,1608520714,94,-19.55,-42.12,69.6,2.75
460,coquimbo,0,CL,1608520494,82,-29.95,-71.34,57.2,3.36
461,kurilsk,100,RU,1608520714,92,45.23,147.88,24.6,17.83
462,nantucket,90,US,1608520581,87,41.28,-70.1,42.8,5.82
463,havre-saint-pierre,90,CA,1608520714,79,50.23,-63.6,28.4,4.7
464,akdepe,90,TM,1608520714,68,42.06,59.38,30.2,13.87
465,talcahuano,0,CL,1608520714,72,-36.72,-73.12,59.0,10.29
466,san juan,29,ML,1608520610,24,13.3,-4.9,68.97,13.73
467,coahuayana,75,MX,1608520714,73,18.73,-103.68,73.4,8.05
468,balao,100,EC,1608520715,82,-2.92,-79.82,74.79,4.34
469,aksu,9,CN,1608520715,86,41.12,80.26,17.85,1.68
470,yuzhno-kurilsk,86,RU,1608520715,89,44.03,145.86,25.72,23.44
471,turayf,0,SA,1608520715,93,31.67,38.66,44.6,11.41
472,khani,97,GE,1608520715,81,41.96,42.96,42.8,2.24
473,adrar,0,MR,1608520715,38,20.5,-10.07,56.44,12.15
474,taonan,0,CN,1608520715,72,45.33,122.78,22.6,9.08
475,port hardy,32,CD,1608520684,74,-7.03,29.76,70.12,5.23
476,caravelas,67,BR,1608520715,86,-17.71,-39.25,77.05,8.93
477,lethem,91,GY,1608520715,76,3.38,-59.8,79.11,9.95
478,tiksi,100,RU,1608520715,89,71.69,128.87,-16.78,11.88
479,xuddur,0,SO,1608520715,72,4.12,43.89,71.53,17.07
480,mocuba,52,MZ,1608520715,95,-16.84,36.99,73.58,2.13
481,bontang,97,ID,1608520715,67,0.13,117.5,85.41,7.43
482,nalut,75,LY,1608520715,76,30.33,10.85,50.58,6.8
483,osoyoos,100,CA,1608520715,78,49.03,-119.45,33.8,1.12
484,kribi,86,CM,1608520716,86,2.95,9.92,78.96,5.7
485,tromso,75,NO,1608520716,70,69.65,18.96,42.8,32.21
486,carauari,94,BR,1608520500,94,-4.88,-66.9,74.34,1.7
487,trelew,12,AR,1608520716,44,-43.25,-65.31,65.37,16.62
488,isangel,75,VU,1608520716,83,-19.55,169.27,80.6,5.82
489,axim,12,GH,1608520716,86,4.87,-2.24,78.39,5.3
490,sistranda,75,NO,1608520716,61,63.73,8.83,46.4,9.17
491,kuantan,20,MY,1608520716,88,3.81,103.33,77.0,3.36
492,cockburn town,90,AU,1608520716,88,-32.08,141.0,64.4,5.82
493,mount isa,99,GB,1608520716,93,53.66,-1.85,41.0,1.01
494,sakaiminato,75,JP,1608520716,75,35.55,133.23,46.4,10.29
495,sarkand,96,KZ,1608520716,92,45.41,79.92,15.3,3.06
496,juneau,90,US,1608520577,88,58.3,-134.42,35.6,12.75
497,northport,20,US,1608520717,93,33.23,-87.58,52.0,2.53
498,jabinyanah,99,TN,1608520717,88,35.03,10.91,56.91,18.52
499,yanam,20,IN,1608520575,82,16.73,82.22,68.0,5.82
500,kafue,0,ZM,1608520717,100,-15.77,28.18,68.0,1.81
501,saint-joseph,0,RE,1608520717,65,-21.37,55.62,79.0,2.24
502,turukhansk,100,RU,1608520717,87,65.82,87.98,-17.55,11.63
503,san quintin,29,ML,1608520502,24,13.3,-4.9,68.97,13.73
504,kadoshkino,0,RU,1608520717,94,54.03,44.42,4.24,6.87
505,tabuk,100,PH,1608520717,87,17.42,121.44,73.69,2.19
506,gbarnga,29,LR,1608520717,97,7.0,-9.47,70.75,0.85
507,bur gabo,89,DK,1608520717,95,56.37,8.43,42.01,13.38
508,chabahar,0,IR,1608520717,87,25.29,60.64,57.2,2.24
509,havoysund,100,NO,1608520717,75,71.0,24.66,42.8,19.46
510,xinqing,100,CN,1608520717,88,48.23,129.5,7.68,8.16
511,khangarh,20,PK,1608520717,87,29.92,71.16,46.4,1.23
512,porto santo,90,PT,1608520501,93,41.15,-8.61,57.2,20.8
513,kinsale,75,IE,1608520718,100,51.71,-8.53,48.0,10.29
514,takhatgarh,25,IN,1608520718,33,25.33,73.0,60.01,3.38
515,goure,0,NE,1608520718,25,13.98,10.27,69.01,4.0
516,toba,53,JP,1608520718,64,34.48,136.85,46.99,5.99
517,tamiahua,92,MX,1608520718,75,21.27,-97.45,70.97,6.29
518,yerbogachen,0,RU,1608520718,84,61.28,108.01,-25.6,5.35
519,mamlyutka,0,KZ,1608520718,60,54.94,68.54,5.0,22.37
520,lahti,90,RU,1608520718,94,59.99,30.16,34.0,6.71
521,edd,7,ER,1608520718,64,13.93,41.69,78.28,12.12
522,pietarsaari,90,FI,1608520718,93,63.65,22.68,44.01,13.87
523,san cristobal,29,ML,1608520502,24,13.3,-4.9,68.97,13.73
524,tazovskiy,92,RU,1608520718,84,67.47,78.7,-31.14,9.31
525,cam ranh,0,AR,1608520718,37,-38.98,-67.82,71.6,3.36
526,nushki,0,PK,1608520718,59,29.55,66.02,44.15,1.01
527,derzhavinsk,8,KZ,1608520719,85,51.1,66.32,-9.56,10.0
528,catuday,100,PH,1608520719,73,16.29,119.81,81.36,13.35
529,vestmanna,27,FO,1608520719,100,62.16,-7.17,39.2,3.36
530,grand gaube,1,US,1608520458,92,38.88,-109.5,21.2,3.36
531,camapua,56,BR,1608520719,57,-19.53,-54.04,79.57,2.13
532,mega,0,ET,1608520719,87,4.05,38.3,59.45,8.99
533,ust-nera,100,RU,1608520719,75,64.57,143.2,-28.97,4.25
534,koster,53,ZA,1608520719,92,-25.86,26.9,61.21,5.12
535,galle,100,LK,1608520719,87,6.04,80.22,76.37,2.98
536,rawson,38,AR,1608520719,47,-43.3,-65.1,65.08,18.45
537,afyonkarahisar,93,TR,1608520719,85,38.75,30.67,33.4,1.32
538,gramoteino,99,RU,1608520719,93,54.54,86.38,4.33,9.57
539,doha,0,QA,1608520540,63,25.29,51.53,64.4,6.93
540,dukat,100,RU,1608520719,84,62.55,155.55,-26.72,3.38
541,evensk,100,RU,1608520719,86,61.95,159.23,3.97,17.34
542,atambua,100,ID,1608520519,73,-9.11,124.89,82.27,9.19
543,sambava,75,MG,1608520720,87,-14.27,50.17,76.05,8.01
544,lotoshino,100,RU,1608520720,96,56.23,35.64,33.42,7.05
545,wellington,100,NZ,1608520720,87,-41.29,174.78,64.0,10.29
546,tuymazy,7,RU,1608520720,87,54.61,53.71,-5.39,8.16
547,kaeo,100,NZ,1608520720,63,-35.1,173.78,73.99,5.01
548,jishou,0,CN,1608520720,51,28.32,109.72,48.7,0.96
549,lukovetskiy,90,RU,1608520720,94,64.3,41.92,33.8,6.71
550,kutoarjo,95,ID,1608520720,68,-7.72,109.91,83.91,4.59
551,gravelbourg,0,CA,1608520720,68,49.88,-106.55,30.2,17.22
552,san policarpo,29,ML,1608520610,24,13.3,-4.9,68.97,13.73
553,mamallapuram,40,IN,1608520720,83,12.63,80.17,77.0,2.24
554,uyuni,38,BO,1608520720,46,-20.46,-66.83,55.22,7.58
555,chiradzulu,93,MW,1608520721,94,-15.67,35.14,65.59,2.44
556,santa isabel do rio negro,100,PH,1608520708,62,17.49,120.43,83.88,2.19
557,yibin,0,CN,1608520721,58,28.77,104.62,48.99,2.3
558,aanekoski,90,FI,1608520721,100,62.69,25.82,41.0,9.17
